"Marie of Burgundy, duchess of Cleves","Anne of Burgundy, duchess of Bedford",Sister
"Marie of Burgundy, duchess of Cleves","Agnes of Burgundy, duchess of Bourbon",Sister
"Marie of Burgundy, duchess of Cleves",Adolph I of Cleves,Spouse
"Marie of Burgundy, duchess of Cleves","Marie of Cleves, duchess of Orleans",Daughter
"Marie of Burgundy, duchess of Savoy","Margaret of Flanders, duchess of Burgundy",Mother
"Marie of Burgundy, duchess of Savoy",Philip the Bold,Father
"Marie of Burgundy, duchess of Savoy",John the Fearless,Brother
"Marie of Burgundy, duchess of Savoy","Margaret of Burgundy, countess of Hainaut",Sister
"Marie of Burgundy, duchess of Savoy","Catherine of Burgundy, duchess of Austria",Sister
"Marie of Burgundy, duchess of Savoy",Amadeus VIII of Savoy,Spouse
"Marie of Burgundy, duchess of Savoy","Bonne of Berry, Viscountess of Carlat",Mother-in-law
"Marie of Burgundy, duchess of Savoy","Bonne of Savoy, Lady of Piedmont",Sister-in-law
"Marie of Burgundy, duchess of Savoy","Joan of Savoy, Marchioness of Montferrat",Sister-in-law
"Marie of Burgundy, duchess of Savoy","Marie of Savoy, Duchess of Milan",Daughter
"Marie of Cleves, duchess of Orleans",Adolph I of Cleves,Father
"Marie of Cleves, duchess of Orleans","Marie of Burgundy, duchess of Cleves",Mother
"Marie of Cleves, duchess of Orleans",Charles d'Orleans,Spouse
"Marie of Cleves, duchess of Orleans","Valentina Visconti, duchess of Orleans",Mother-in-law
"Marie of Cleves, duchess of Orleans",Louis XII of France,Son
"Marie of Savoy, Duchess of Milan",Amadeus VIII of Savoy,Father
"Marie of Savoy, Duchess of Milan","Marie of Burgundy, duchess of Savoy",Mother
"Marie of Valois, prioress of Poissy","Isabel of Bavaria, queen of France",Mother
"Marie of Valois, prioress of Poissy",Charles VI of France,Father
"Michelle of Valois, duchess of Burgundy","Isabel of Bavaria, queen of France",Mother
"Michelle of Valois, duchess of Burgundy",Charles VI of France,Father
"Michelle of Valois, duchess of Burgundy","John, duke of Touraine",Brother
"Michelle of Valois, duchess of Burgundy",Philip the Good,Spouse
"Michelle of Valois, duchess of Burgundy","Agnes of Burgundy, duchess of Bourbon",Sister-in-law
"Peter of Laval, archbishop of Reims","Joan of Laval, duchess of Anjou",Sister
Philip the Fair,"Marie of Burgundy, duchess of Burgundy",Mother
Philip the Fair,Maximilian of Austria,Father
"Suzanne of Bourbon, duchess of Bourbon","Anne of France, duchess of Bourbon",Mother
"Suzanne of Bourbon, duchess of Bourbon",Peter II of Bourbon,Father
"Suzanne of Bourbon, duchess of Bourbon",Charles III of Bourbon,Spouse
"Valentina Visconti, duchess of Orleans",Louis Duke of Orléans,Spouse
"Valentina Visconti, duchess of Orleans",Charles d'Orleans,Son
"Valentina Visconti, duchess of Orleans",Charles VI of France,Brother-in-law
"Valentina Visconti, duchess of Orleans","Isabel of Bavaria, queen of France",Sister-in-law
"Valentina Visconti, duchess of Orleans","Margaret of Orleans, countess of Vertus",Daughter
"Yolande of Anjou, duchess of Brittany","Yolande of Aragon, duchess of Anjou",Mother
"Yolande of Anjou, duchess of Brittany",Francis I of Brittany,Spouse
"Yolande of Anjou, Duchess of Lorraine",René d'Anjou,Father
"Yolande of Anjou, Duchess of Lorraine","Isabella, Duchess of Lorraine",Mother
"Yolande of Anjou, Duchess of Lorraine","Margaret of Anjou, queen of England",Sister
"Yolande of Aragon, duchess of Anjou","Marie of Blois, duchess of Anjou",Mother-in-law
"Yolande of Aragon, duchess of Anjou","Marie of Anjou, queen of France",Daughter
"Yolande of Aragon, duchess of Anjou",René d'Anjou,Son
"Yolande of Aragon, duchess of Anjou","Yolande of Anjou, duchess of Brittany",Daughter
"Yolande of Aragon, duchess of Anjou","Margaret of Savoy, duchess of Anjou",Daughter-in-law
"Yolande of Aragon, duchess of Anjou","Joan of Laval, duchess of Anjou",Daughter-in-law
"Yolande of Aragon, duchess of Anjou","Isabella, Duchess of Lorraine",Daughter-in-law
"Yolande of Valois, Duchess of Savoy","Marie of Anjou, queen of France",Mother
"Yolande of Valois, Duchess of Savoy",Charles VII of France,Father
"Yolande of Valois, Duchess of Savoy","Anne of Cyprus, Duchess of Savoy",Mother-in-law
"Yolande of Valois, Duchess of Savoy","Blanche of Montferrat, Duchess of Savoy",Daughter-in-law
